City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
192,Jinchang,38.4953,102.1739,48.33,35,95,5.1,CN,2022-04-30 04:06:07
193,Bredasdorp,-34.5322,20.0403,54.05,87,20,6.98,ZA,2022-04-30 04:02:37
194,Lompoc,34.6391,-120.4579,60.94,77,0,9.22,US,2022-04-30 04:03:33
195,Vestmannaeyjar,63.4427,-20.2734,45.64,82,9,11.12,IS,2022-04-30 04:06:08
196,Khovu-Aksy,51.1333,93.6,57.96,26,52,6.02,RU,2022-04-30 04:06:08
197,Caravelas,-17.7125,-39.2481,73.27,85,0,2.51,BR,2022-04-30 04:06:08
198,San Ramon,37.7799,-121.978,61.27,65,0,8.05,US,2022-04-30 04:05:35
199,Grand Gaube,-20.0064,57.6608,78.39,68,5,4.0,MU,2022-04-30 04:06:09
200,Fuyu,45.1833,124.8167,38.26,84,100,20.71,CN,2022-04-30 04:06:09
201,Kasempa,-13.4584,25.8338,61.36,76,98,4.05,ZM,2022-04-30 04:01:29
202,East London,-33.0153,27.9116,62.42,67,5,15.01,ZA,2022-04-30 04:01:23
203,Kangaatsiaq,68.3065,-53.4641,19.04,74,87,19.98,GL,2022-04-30 04:06:10
204,Wanning,18.8003,110.3967,78.55,85,100,9.1,CN,2022-04-30 04:06:10
205,Nhulunbuy,-12.2333,136.7667,90.21,51,40,12.66,AU,2022-04-30 04:06:11
206,Chancay,-11.5714,-77.2672,66.87,86,94,3.18,PE,2022-04-30 04:06:11
207,Hambantota,6.1241,81.1185,86.34,84,20,6.91,LK,2022-04-30 04:06:12
208,Thompson,55.7435,-97.8558,38.97,93,100,2.57,CA,2022-04-30 04:01:24
209,Novyy Urengoy,66.0833,76.6333,21.34,86,26,12.15,RU,2022-04-30 04:06:12
210,Ibra,22.6906,58.5334,88.9,29,7,4.72,OM,2022-04-30 04:06:12
211,Celestun,20.8667,-90.4,77.7,77,25,13.89,MX,2022-04-30 04:06:13
212,Bambous Virieux,-20.3428,57.7575,78.22,69,4,10.09,MU,2022-04-30 04:01:37
213,Husavik,66.0449,-17.3389,41.97,83,26,3.74,IS,2022-04-30 04:06:13
214,Maralal,1.0968,36.698,57.83,86,86,4.29,KE,2022-04-30 04:06:14
215,Houma,29.5958,-90.7195,69.01,83,0,4.61,US,2022-04-30 04:06:14
216,Srednekolymsk,67.45,153.6833,24.24,77,98,3.96,RU,2022-04-30 04:06:14
217,Balykshi,47.0667,51.8667,55.4,54,40,24.61,KZ,2022-04-30 04:06:15
218,Fez,34.0372,-4.9998,52.05,76,0,11.5,MA,2022-04-30 04:06:15
219,Bacong,9.2464,123.2956,85.89,69,31,10.67,PH,2022-04-30 04:06:16
220,Mus,39.0,41.75,44.64,79,48,1.83,TR,2022-04-30 04:06:16
221,Mount Isa,-20.7333,139.5,89.37,27,12,13.8,AU,2022-04-30 04:06:16
222,Kaitangata,-46.2817,169.8464,58.69,71,95,3.44,NZ,2022-04-30 04:06:17
223,Winslow,35.0242,-110.6974,55.58,8,0,3.44,US,2022-04-30 04:06:17
224,Grahamstown,-33.3042,26.5328,50.95,86,1,8.46,ZA,2022-04-30 04:06:18
225,Ciudad Del Maiz,22.4,-99.6,67.17,89,37,6.13,MX,2022-04-30 04:06:18
226,Pevek,69.7008,170.3133,18.9,83,100,10.76,RU,2022-04-30 04:03:05
227,Ilulissat,69.2167,-51.1,19.42,73,75,20.71,GL,2022-04-30 04:06:18
228,Patancheru,17.5314,78.265,94.06,22,8,9.51,IN,2022-04-30 04:06:19
229,Turayf,31.6725,38.6637,69.06,47,47,15.77,SA,2022-04-30 04:06:19
230,Tuatapere,-46.1333,167.6833,61.48,73,99,8.03,NZ,2022-04-30 04:06:35
231,Tpig,41.7801,47.589,48.7,92,99,1.16,RU,2022-04-30 04:06:35
232,Altamira,-3.2033,-52.2064,72.5,99,100,4.85,BR,2022-04-30 04:06:35
233,Sorland,67.667,12.6934,37.35,59,100,18.59,NO,2022-04-30 04:06:36
234,Creel,27.75,-107.6333,45.79,29,0,4.36,MX,2022-04-30 04:06:36
235,Moses Lake,47.1301,-119.2781,49.87,48,93,7.72,US,2022-04-30 04:01:55
236,Chandbali,20.7833,86.7667,97.18,43,14,16.22,IN,2022-04-30 04:06:37
237,Bengkulu,-3.8004,102.2655,84.4,69,16,6.06,ID,2022-04-30 04:06:37
238,Northam,51.0333,-4.2167,42.62,77,100,6.98,GB,2022-04-30 04:06:37
239,Raga,8.4596,25.678,77.79,64,100,7.74,SS,2022-04-30 04:06:38
240,Jaciara,-15.9653,-54.9683,69.71,62,0,1.59,BR,2022-04-30 04:06:38
241,Carutapera,-1.195,-46.02,76.03,92,86,5.01,BR,2022-04-30 04:06:39
242,Okhotsk,59.3833,143.3,40.08,71,80,3.44,RU,2022-04-30 04:06:39
243,Ushtobe,45.2514,77.9838,72.73,15,96,1.61,KZ,2022-04-30 04:06:39
244,College,64.8569,-147.8028,57.15,32,20,0.0,US,2022-04-30 04:06:40
245,Salalah,17.0151,54.0924,86.09,70,0,2.3,OM,2022-04-30 04:04:29
246,Corrente,-3.7367,-43.3394,71.15,98,80,1.99,BR,2022-04-30 04:06:40
247,San Jeronimo,-11.9472,-75.2829,48.45,82,79,2.21,PE,2022-04-30 04:06:40
248,Port Hedland,-20.3167,118.5667,82.45,47,75,16.11,AU,2022-04-30 04:06:41
249,Vung Tau,10.346,107.0843,81.81,76,100,4.97,VN,2022-04-30 04:03:53
250,Chanute,37.6792,-95.4572,75.31,64,100,12.66,US,2022-04-30 04:05:44
251,Hue,16.4667,107.6,80.71,89,75,8.05,VN,2022-04-30 04:06:41
252,Kaeo,-35.1,173.7833,62.33,94,56,11.34,NZ,2022-04-30 04:06:42
253,Luderitz,-26.6481,15.1594,54.07,73,0,11.39,NA,2022-04-30 04:06:42
254,Asau,46.4333,26.4,41.95,100,22,3.27,RO,2022-04-30 04:02:24
255,Taoudenni,22.6783,-3.9836,75.72,25,39,17.65,ML,2022-04-30 04:06:43
256,Isangel,-19.55,169.2667,76.8,83,97,21.21,VU,2022-04-30 04:06:43
257,Sinjar,36.3209,41.8754,66.11,60,6,4.7,IQ,2022-04-30 04:06:43
258,Karpathos,35.507,27.2132,62.56,88,95,32.21,GR,2022-04-30 04:06:44
259,Plaster Rock,46.9065,-67.39,34.32,92,100,9.78,CA,2022-04-30 04:06:44
260,Denpasar,-8.65,115.2167,83.86,88,75,5.75,ID,2022-04-30 04:06:45
261,Arak,34.0917,49.6892,56.77,58,75,1.81,IR,2022-04-30 04:06:45
262,Gubkinskiy,64.434,76.5026,23.29,83,45,10.22,RU,2022-04-30 04:06:45
263,Severo-Kurilsk,50.6789,156.125,35.98,84,91,16.98,RU,2022-04-30 04:03:39
264,Agadir,30.4202,-9.5982,61.25,52,63,1.52,MA,2022-04-30 04:05:37
265,Broken Hill,-31.95,141.4333,65.28,41,80,13.65,AU,2022-04-30 04:06:46
266,Jasper,37.2001,-94.3502,74.01,63,0,24.16,US,2022-04-30 04:06:10
267,Plettenberg Bay,-34.0527,23.3716,56.66,84,24,9.64,ZA,2022-04-30 04:06:46
268,Sept-Iles,50.2001,-66.3821,36.05,81,100,5.01,CA,2022-04-30 04:03:59
269,Gallup,35.5281,-108.7426,52.02,15,0,1.99,US,2022-04-30 04:06:47
270,Shu,43.5983,73.7614,71.01,46,100,4.47,KZ,2022-04-30 04:06:47
271,Morro Bay,35.3658,-120.8499,67.19,72,12,7.85,US,2022-04-30 04:03:09
272,Mochicahui,25.9333,-108.9333,67.82,50,27,5.28,MX,2022-04-30 04:06:48
273,Machico,32.7,-16.7667,63.01,66,20,2.3,PT,2022-04-30 04:06:48
274,Kidal,18.4411,1.4078,81.03,8,3,7.49,ML,2022-04-30 04:06:48
275,San Quintin,30.4833,-115.95,57.87,83,0,6.46,MX,2022-04-30 04:06:49
276,Neiafu,-18.65,-173.9833,81.28,89,75,8.05,TO,2022-04-30 04:07:04
277,Saint-Jean-De-Maurienne,45.1667,6.5833,32.14,93,90,3.0,FR,2022-04-30 04:07:04
278,Boca Do Acre,-8.7522,-67.3978,73.83,84,98,1.72,BR,2022-04-30 04:07:05
279,Salunayan,7.1544,124.4975,90.3,60,92,2.51,PH,2022-04-30 04:07:05
280,San Patricio,28.017,-97.5169,77.09,86,6,14.92,US,2022-04-30 04:07:06
281,Rocha,-34.4833,-54.3333,44.46,83,0,3.33,UY,2022-04-30 04:07:06
282,Sechura,-5.5569,-80.8222,69.06,76,100,14.23,PE,2022-04-30 04:04:11
283,San Pedro,14.35,121.0167,92.43,64,75,8.05,PH,2022-04-30 04:07:07
284,Hami,42.8,93.45,66.42,12,1,6.64,CN,2022-04-30 04:07:07
285,Ponta Do Sol,32.6667,-17.1,63.01,53,29,2.51,PT,2022-04-30 04:07:07
286,Macamic,48.7502,-78.9996,30.51,89,42,5.68,CA,2022-04-30 04:07:08
287,Yulara,-25.2406,130.9889,73.24,43,98,17.27,AU,2022-04-30 04:07:08
288,Floirac,44.8324,-0.5141,53.91,95,100,4.61,FR,2022-04-30 04:07:09
289,Haines Junction,60.7522,-137.5108,39.43,81,34,4.16,CA,2022-04-30 04:07:09
290,Ukiah,39.1502,-123.2078,53.96,76,94,5.3,US,2022-04-30 04:05:16
291,Xining,36.6167,101.7667,37.6,76,100,7.14,CN,2022-04-30 04:07:09
292,Chegdomyn,51.1167,133.0167,51.4,36,93,2.89,RU,2022-04-30 04:07:10
293,Tiznit,29.5833,-9.5,63.84,46,26,3.67,MA,2022-04-30 04:07:10
294,Namatanai,-3.6667,152.4333,84.45,69,47,1.01,PG,2022-04-30 04:07:11
295,Mayumba,-3.432,10.6554,74.59,91,100,15.73,GA,2022-04-30 04:07:11
296,Rabo De Peixe,37.8,-25.5833,65.28,87,75,9.22,PT,2022-04-30 04:07:11
297,Dingle,10.9995,122.6711,87.39,64,86,10.42,PH,2022-04-30 04:07:12
298,Andros Town,24.7,-77.7667,73.36,63,0,12.84,BS,2022-04-30 04:07:12
299,Emba,48.8264,58.1442,63.34,56,70,11.63,KZ,2022-04-30 04:07:12
300,Geraldton,-28.7667,114.6,79.21,31,0,14.97,AU,2022-04-30 04:03:53
301,Buala,-8.145,159.5921,83.05,75,100,4.16,SB,2022-04-30 04:07:13
302,Santa Catarina De Tepehuanes,25.35,-105.7333,55.81,27,0,6.8,MX,2022-04-30 04:07:13
303,Lebanon,36.2081,-86.2911,70.97,76,84,5.77,US,2022-04-30 04:02:58
304,Camacha,33.0833,-16.3333,58.42,88,20,4.61,PT,2022-04-30 04:03:48
305,Nouadhibou,20.931,-17.0347,64.06,84,40,19.51,MR,2022-04-30 04:07:14
306,Nenjiang,49.1833,125.2167,37.49,78,100,18.95,CN,2022-04-30 04:07:14
307,Vostok,46.4856,135.8833,54.59,24,100,1.79,RU,2022-04-30 04:07:15
308,Claresholm,50.0333,-113.5852,47.21,60,62,4.59,CA,2022-04-30 04:07:15
309,San Cristobal,7.7669,-72.225,73.58,96,78,3.36,VE,2022-04-30 04:07:15
310,Olafsvik,64.8945,-23.7142,43.48,90,52,7.65,IS,2022-04-30 04:07:16
311,Vila Franca Do Campo,37.7167,-25.4333,66.2,95,30,7.76,PT,2022-04-30 04:03:11
312,Necochea,-38.5473,-58.7368,44.19,63,28,7.09,AR,2022-04-30 04:07:16
313,Mountain Home,43.133,-115.6912,47.68,57,0,0.0,US,2022-04-30 04:05:34
314,Bucerias,20.75,-105.3333,71.58,83,0,0.0,MX,2022-04-30 04:05:37
315,George,-33.963,22.4617,56.98,78,51,8.12,ZA,2022-04-30 04:07:17
316,Kupang,-10.1667,123.5833,86.76,59,71,1.95,ID,2022-04-30 04:06:57
317,Coquimbo,-29.9533,-71.3436,56.89,87,71,3.74,CL,2022-04-30 04:03:16
318,Chokurdakh,70.6333,147.9167,22.08,89,17,9.04,RU,2022-04-30 04:07:17
319,La Ronge,55.1001,-105.2842,35.89,90,84,3.6,CA,2022-04-30 04:07:18
320,Bardsir,29.9227,56.5743,68.83,33,98,13.31,IR,2022-04-30 04:07:18
321,Port Lincoln,-34.7333,135.8667,64.2,57,42,13.89,AU,2022-04-30 04:07:19
322,Jablah,35.3614,35.9256,69.76,62,8,12.01,SY,2022-04-30 04:07:34
323,Te Anau,-45.4167,167.7167,59.32,71,100,5.35,NZ,2022-04-30 04:07:34
324,Tessalit,20.1986,1.0114,75.87,10,0,3.22,ML,2022-04-30 04:07:35
325,Mollendo,-17.0231,-72.0147,65.14,86,68,7.61,PE,2022-04-30 04:07:35
326,Bambanglipuro,-7.95,110.2833,86.49,66,12,3.91,ID,2022-04-30 04:07:36
327,Victoria,22.2855,114.1577,80.96,85,100,18.01,HK,2022-04-30 04:06:11
328,Barcelona,41.3888,2.159,62.33,75,0,8.05,ES,2022-04-30 04:07:35
329,Moose Factory,51.2585,-80.6094,31.32,90,5,5.06,CA,2022-04-30 04:07:36
330,North Platte,41.1239,-100.7654,51.69,86,100,24.0,US,2022-04-30 04:07:36
331,Salaspils,56.8601,24.3654,37.27,70,5,3.51,LV,2022-04-30 04:07:37
332,Syracuse,37.0881,15.2792,55.31,61,60,2.19,IT,2022-04-30 04:07:37
333,Baramati,18.15,74.5833,95.11,18,3,12.8,IN,2022-04-30 04:07:38
334,Bowen,-20.0167,148.2333,78.26,75,46,15.55,AU,2022-04-30 04:07:38
335,Henties Bay,-22.116,14.2845,59.85,84,0,7.47,NA,2022-04-30 04:07:38
336,Orange,33.7,-117.7675,68.88,72,0,3.44,US,2022-04-30 04:06:22
337,Tiksi,71.6872,128.8694,34.21,71,100,16.53,RU,2022-04-30 04:07:39
338,Mufulira,-12.5498,28.2407,60.1,81,100,3.27,ZM,2022-04-30 04:07:39
339,Oranjemund,-28.55,16.4333,50.94,86,0,5.73,NA,2022-04-30 04:07:40
340,Nantucket,41.2835,-70.0995,48.31,60,100,12.66,US,2022-04-30 04:06:35
341,Pangoa,-12.1167,-73.0,66.94,98,100,2.73,PE,2022-04-30 04:07:40
342,Komsomolskiy,40.4272,71.7189,74.12,43,33,2.3,UZ,2022-04-30 04:07:41
343,Farafangana,-22.8167,47.8333,65.97,85,2,6.58,MG,2022-04-30 04:07:41
344,Iberia,29.9502,-91.7507,68.97,77,0,3.44,US,2022-04-30 04:07:41
345,Cap Malheureux,-19.9842,57.6142,78.48,68,6,4.0,MU,2022-04-30 04:07:42
346,Kapoeta,4.7717,33.5903,74.64,77,100,5.19,SS,2022-04-30 04:07:42
347,Baglung,28.2719,83.5898,85.14,28,5,6.2,NP,2022-04-30 04:07:42
348,Ola,59.5833,151.2833,48.15,57,13,8.52,RU,2022-04-30 04:07:43
349,Chifeng,42.2683,118.9636,54.03,13,0,22.06,CN,2022-04-30 04:07:43
350,Hovd,48.0056,91.6419,56.62,16,0,5.55,MN,2022-04-30 04:07:44
351,Nanchang,28.6833,115.8833,60.98,78,100,7.76,CN,2022-04-30 04:07:44
352,Surt,31.2089,16.5887,62.2,85,75,9.98,LY,2022-04-30 04:07:44
353,Stephenville,32.2207,-98.2023,75.99,72,0,13.8,US,2022-04-30 04:07:45
354,Hawera,-39.5917,174.2833,61.14,64,3,4.0,NZ,2022-04-30 04:07:45
355,Heinola,61.2056,26.0381,28.0,64,11,6.17,FI,2022-04-30 04:07:45
356,Kyabe,9.4515,18.9449,80.83,61,100,6.58,TD,2022-04-30 04:07:46
357,Cayenne,4.9333,-52.3333,82.09,1,75,6.91,GF,2022-04-30 04:05:20
358,Zaysan,47.4667,84.8667,68.05,17,35,0.74,KZ,2022-04-30 04:07:46
359,Erzin,36.9559,36.2,70.27,57,99,6.96,TR,2022-04-30 04:07:47
360,Saint-Pierre,-21.3393,55.4781,78.3,71,0,0.0,RE,2022-04-30 04:07:47
361,Fort Saint James,54.4333,-124.25,39.61,73,84,4.25,CA,2022-04-30 04:07:47
362,Kolkwitz,51.75,14.25,45.66,75,100,6.6,DE,2022-04-30 04:07:48
363,Goderich,43.7501,-81.7165,39.9,69,31,9.86,CA,2022-04-30 04:07:48
364,Ngunguru,-35.6167,174.5,65.05,68,29,13.65,NZ,2022-04-30 04:07:49
365,Krasnyy Chikoy,50.3643,108.7512,50.31,51,100,11.05,RU,2022-04-30 04:05:33
366,Marsh Harbour,26.5412,-77.0636,73.6,77,99,23.4,BS,2022-04-30 04:05:42
367,Canberra,-35.2835,149.1281,64.69,49,57,13.8,AU,2022-04-30 04:03:24
368,Westport,41.1415,-73.3579,52.56,33,0,5.75,US,2022-04-30 04:08:04
369,Vao,-22.6667,167.4833,74.01,76,100,24.92,NC,2022-04-30 04:08:05
370,Zhovti Vody,48.3473,33.5003,45.93,86,84,6.69,UA,2022-04-30 04:08:05
371,Sorong,-0.8833,131.25,83.97,72,84,8.39,ID,2022-04-30 04:05:23
372,Soyo,-6.1349,12.3689,74.14,96,100,12.3,AO,2022-04-30 04:08:05
373,Lagoa,39.05,-27.9833,60.73,86,26,19.01,PT,2022-04-30 04:08:06
374,Padang,-0.9492,100.3543,87.85,65,82,4.54,ID,2022-04-30 04:08:06
375,Palmer,42.1584,-72.3287,44.2,51,0,0.0,US,2022-04-30 04:08:07
376,Coihaique,-45.5752,-72.0662,39.15,87,85,4.61,CL,2022-04-30 04:04:57
377,Dalvik,65.9702,-18.5286,42.85,81,39,9.37,IS,2022-04-30 04:08:07
378,Machacamarca,-18.1667,-67.0333,49.53,69,92,5.12,BO,2022-04-30 04:08:07
379,Salta,-24.7859,-65.4117,55.58,83,100,4.0,AR,2022-04-30 04:05:18
380,Hay River,60.8156,-115.7999,23.68,91,7,5.01,CA,2022-04-30 04:06:39
381,Sangar,63.9242,127.4739,35.02,79,54,8.9,RU,2022-04-30 04:08:08
382,Clyde River,70.4692,-68.5914,10.63,72,75,13.8,CA,2022-04-30 04:08:08
383,Anan,33.9167,134.65,60.08,51,80,11.72,JP,2022-04-30 04:08:09
384,Shimoda,34.6667,138.95,60.1,61,70,13.22,JP,2022-04-30 04:08:09
385,Kousseri,12.0769,15.0306,88.05,40,96,6.78,CM,2022-04-30 04:08:09
386,Pascagoula,30.3658,-88.5561,73.45,94,40,4.61,US,2022-04-30 04:04:29
387,Mitsamiouli,-11.3847,43.2844,80.08,78,100,12.35,KM,2022-04-30 04:08:10
388,Izumo,35.3667,132.7667,60.39,50,10,8.05,JP,2022-04-30 04:08:10
389,Barranquilla,10.9639,-74.7964,80.38,89,20,11.5,CO,2022-04-30 04:04:23
390,Tautira,-17.7333,-149.15,80.42,74,24,18.37,PF,2022-04-30 04:08:11
391,Mirabad,30.4362,61.8383,88.29,18,14,6.98,AF,2022-04-30 04:08:11
392,Thanh Hoa,19.8,105.7667,87.93,60,100,9.6,VN,2022-04-30 04:08:12
393,Avera,33.194,-82.5271,66.25,68,48,7.4,US,2022-04-30 04:05:22
394,Ulladulla,-35.35,150.4667,68.77,49,100,9.66,AU,2022-04-30 04:08:12
395,Luanda,-8.8368,13.2343,74.84,93,100,6.06,AO,2022-04-30 04:08:12
396,Cidreira,-30.1811,-50.2056,60.12,65,0,3.85,BR,2022-04-30 04:08:13
397,Jelgava,56.65,23.7128,37.44,74,8,3.42,LV,2022-04-30 04:08:13
398,Lerwick,60.1545,-1.1494,42.8,75,100,7.27,GB,2022-04-30 04:08:13
399,Lethem,3.3803,-59.7968,77.95,77,71,4.97,GY,2022-04-30 04:08:14
400,Teknaf,20.8624,92.3058,86.94,64,87,6.08,BD,2022-04-30 04:08:14
401,Buldana,20.5333,76.1833,93.29,20,0,15.88,IN,2022-04-30 04:08:15
402,Margate,51.3813,1.3862,47.3,77,29,5.99,GB,2022-04-30 04:08:15
403,Butterworth,5.3991,100.3638,89.64,70,40,5.75,MY,2022-04-30 04:08:15
404,Champerico,14.3,-91.9167,83.93,69,72,4.03,GT,2022-04-30 04:08:16
405,Berlevag,70.8578,29.0864,26.4,65,100,24.65,NO,2022-04-30 04:08:16
406,Marihatag,8.7936,126.2969,85.95,65,65,10.09,PH,2022-04-30 04:08:17
407,Dalbandin,28.8947,64.4101,91.08,12,0,4.32,PK,2022-04-30 04:08:17
408,Kotka,60.4664,26.9458,31.26,60,2,7.27,FI,2022-04-30 04:08:17
409,Ozinki,51.1786,49.6769,47.89,58,100,7.78,RU,2022-04-30 04:08:18
410,Sri Aman,1.2376,111.4621,94.33,51,69,0.92,MY,2022-04-30 04:08:18
411,Kushima,31.4583,131.2333,65.7,60,56,9.08,JP,2022-04-30 04:08:34
412,Bull Savanna,17.8868,-77.5902,73.78,84,39,8.21,JM,2022-04-30 04:08:34
413,Balfour,-26.6633,28.5902,47.73,89,53,3.49,ZA,2022-04-30 04:08:34
414,Monrovia,6.3005,-10.7969,79.92,81,87,5.01,LR,2022-04-30 04:04:01
415,Mount Gambier,-37.8333,140.7667,61.77,51,91,12.41,AU,2022-04-30 04:08:35
416,Burns Lake,54.2331,-125.7533,38.5,57,100,1.79,CA,2022-04-30 04:08:35
417,Puerto Escondido,15.85,-97.0667,83.23,69,75,6.91,MX,2022-04-30 04:08:36
418,Araouane,18.9048,-3.5265,76.53,8,0,6.62,ML,2022-04-30 04:08:36
419,Miyazu,35.5333,135.1833,54.99,55,11,7.54,JP,2022-04-30 04:08:36
420,Kitgum,3.2783,32.8867,64.22,97,100,3.42,UG,2022-04-30 04:08:37
421,Katete,-0.7818,29.7544,57.24,97,100,3.11,UG,2022-04-30 04:08:37
422,Touros,-5.1989,-35.4608,75.16,83,97,9.22,BR,2022-04-30 04:06:41
423,Camacupa,-12.0167,17.4833,55.56,83,28,4.5,AO,2022-04-30 04:08:38
424,Leningradskiy,69.3833,178.4167,20.34,88,98,15.17,RU,2022-04-30 04:08:38
425,Kailua,21.4022,-157.7394,80.58,77,75,13.8,US,2022-04-30 04:08:38
426,Morehead,37.2711,-87.1764,68.79,71,0,5.75,US,2022-04-30 04:08:39
427,Boysun,38.2061,67.1986,73.31,37,2,2.48,UZ,2022-04-30 04:08:39
428,Puerto Leguizamo,-0.1934,-74.7819,70.2,99,95,1.1,CO,2022-04-30 04:08:40
429,Kanata,45.3159,-75.8985,40.98,46,0,7.29,CA,2022-04-30 04:08:06
430,Agua Verde,22.9,-106.05,71.69,64,0,7.56,MX,2022-04-30 04:08:40
431,High Level,58.5169,-117.136,35.78,98,100,4.79,CA,2022-04-30 04:05:05
432,Nguruka,-5.1092,31.0419,63.97,90,96,0.63,TZ,2022-04-30 04:08:40
433,Verkhoyansk,67.5447,133.385,30.06,79,56,7.76,RU,2022-04-30 04:08:41
434,Anadyr,64.75,177.4833,34.3,86,0,13.42,RU,2022-04-30 04:08:41
435,Teguldet,57.3064,88.1667,66.54,50,99,8.79,RU,2022-04-30 04:08:41
436,Naryan-Mar,67.6713,53.087,18.37,86,39,18.01,RU,2022-04-30 04:08:42
437,Douglas,41.3,-96.167,55.6,95,100,14.97,US,2022-04-30 04:04:05
438,Vaitape,-16.5167,-151.75,81.34,72,13,17.02,PF,2022-04-30 04:08:42
439,Amazar,53.858,120.875,44.42,29,94,4.16,RU,2022-04-30 04:08:43
440,Billings,45.7833,-108.5007,45.28,81,75,3.44,US,2022-04-30 04:08:43
441,Conceicao Do Araguaia,-8.2578,-49.2647,74.52,78,60,2.93,BR,2022-04-30 04:08:44
442,Winchester,51.0651,-1.3187,40.42,80,4,1.01,GB,2022-04-30 04:05:44
443,Panlaitan,12.1191,119.8486,86.13,70,100,10.94,PH,2022-04-30 04:08:44
444,Carballo,43.213,-8.691,53.87,92,52,2.53,ES,2022-04-30 04:04:32
445,Harper,4.375,-7.7169,79.93,83,53,7.4,LR,2022-04-30 04:08:44
446,Ruwi,23.5996,58.5507,92.89,37,22,4.97,OM,2022-04-30 04:08:45
447,Gondanglegi,-7.7479,112.0132,85.64,73,41,6.78,ID,2022-04-30 04:03:46
448,Tsabong,-26.0217,22.401,62.19,66,31,5.95,BW,2022-04-30 04:08:45
449,Faya,18.3851,42.4509,63.12,49,36,2.89,SA,2022-04-30 04:08:46
450,Nkhotakota,-12.9274,34.2961,66.87,80,7,6.2,MW,2022-04-30 04:08:46
451,Edmundston,47.3737,-68.3251,34.93,80,40,12.66,CA,2022-04-30 04:08:46
452,Gizo,-8.103,156.8419,84.29,69,56,5.66,SB,2022-04-30 04:03:53
453,Kavieng,-2.5744,150.7967,84.15,70,89,3.8,PG,2022-04-30 04:08:47
454,Bara,10.3744,10.7288,81.66,55,100,6.78,NG,2022-04-30 04:08:47
455,North Bend,43.4065,-124.2243,53.24,96,100,4.61,US,2022-04-30 04:08:48
456,Coahuayana,18.7333,-103.6833,70.79,84,11,1.86,MX,2022-04-30 04:09:03
457,Lorengau,-2.0226,147.2712,83.28,74,85,2.91,PG,2022-04-30 04:09:03
458,Darhan,49.4867,105.9228,58.46,24,87,7.99,MN,2022-04-30 04:09:04
459,Pundaguitan,6.3711,126.1689,81.41,77,99,3.58,PH,2022-04-30 04:09:04
460,Bubaque,11.2833,-15.8333,76.57,69,94,15.14,GW,2022-04-30 04:09:05
461,Bathsheba,13.2167,-59.5167,81.21,89,75,13.8,BB,2022-04-30 04:09:05
462,Port Victoria,0.0939,33.9756,66.85,85,100,7.05,KE,2022-04-30 04:09:05
463,Copiapo,-27.3667,-70.3333,51.49,74,100,2.68,CL,2022-04-30 04:09:06
464,Axim,4.8699,-2.2405,78.58,88,97,5.26,GH,2022-04-30 04:05:13
465,Ternate,0.8,127.4,82.87,72,96,1.48,ID,2022-04-30 04:09:06
466,Buchanan,5.8808,-10.0467,78.71,86,90,4.65,LR,2022-04-30 04:09:07
467,Thinadhoo,0.5333,72.9333,85.57,66,82,9.84,MV,2022-04-30 04:09:07
468,Tiarei,-17.5333,-149.3333,84.0,76,14,19.6,PF,2022-04-30 04:09:08
469,Huntingdon,52.3305,-0.1865,38.03,91,0,2.93,GB,2022-04-30 04:05:49
470,Venezuela,8.0,-66.0,80.15,73,100,6.02,VE,2022-04-30 04:09:08
471,Korla,41.7597,86.1469,62.35,26,0,7.43,CN,2022-04-30 04:09:08
472,Lieksa,63.3167,30.0167,26.31,75,9,6.08,FI,2022-04-30 04:09:09
473,Kichera,55.9375,110.0997,32.38,95,100,5.53,RU,2022-04-30 04:09:09
474,Honiara,-9.4333,159.95,83.84,75,100,2.26,SB,2022-04-30 04:07:49
475,Xai-Xai,-25.0519,33.6442,63.99,82,0,9.42,MZ,2022-04-30 04:09:10
476,Requena,39.4883,-1.1004,50.86,72,51,5.1,ES,2022-04-30 04:09:10
477,Fort Nelson,58.8053,-122.7002,31.68,98,100,1.54,CA,2022-04-30 04:05:57
478,Pangkalanbuun,-2.6833,111.6167,95.2,46,52,1.79,ID,2022-04-30 04:09:11
479,Chicontepec,20.9667,-98.1667,67.93,94,12,3.31,MX,2022-04-30 04:09:11
480,Lebu,-37.6167,-73.65,48.18,80,0,14.41,CL,2022-04-30 04:04:39
481,Usinsk,65.9939,57.5281,22.12,80,92,12.28,RU,2022-04-30 04:09:11
482,Anloga,5.7947,0.8973,81.75,76,100,6.53,GH,2022-04-30 04:09:12
483,Baykit,61.67,96.37,43.16,76,66,12.35,RU,2022-04-30 04:09:12
484,Abnub,27.2696,31.1511,80.49,11,4,7.45,EG,2022-04-30 04:09:13
485,Vestmanna,62.1564,-7.1664,43.72,93,100,6.91,FO,2022-04-30 04:09:13
486,Constitucion,-35.3333,-72.4167,51.75,62,18,6.44,CL,2022-04-30 04:09:13
487,Cockburn Town,21.4612,-71.1419,76.93,72,100,19.57,TC,2022-04-30 04:09:14
488,Sihora,23.4833,80.1167,96.13,10,41,13.47,IN,2022-04-30 04:09:14
489,Gat,31.61,34.7642,86.77,23,29,16.98,IL,2022-04-30 04:09:15
490,Nemuro,43.3236,145.575,41.45,61,37,13.98,JP,2022-04-30 04:09:15
